                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    142,                 1.0773,                 1.0162,                 1.5958,                0.71784,                0.72727,                 0.7326,                0.49074,                 1.2419,                 1.3306,                 1.9093,              0.0014416,              0.0014416,              0.0014416
                    143,                 1.1009,                 1.0316,                 1.6029,                0.80289,                0.74086,                0.77812,                0.51709,                 1.2481,                 1.1128,                 2.0381,              0.0014377,              0.0014377,              0.0014377
                    144,                  1.116,                 1.0837,                 1.6189,                0.75445,                0.66667,                0.72017,                0.49216,                 1.1404,                 1.1048,                 1.8556,              0.0014337,              0.0014337,              0.0014337
                    145,                  1.044,                 0.9814,                 1.5728,                0.86405,                0.81818,                0.85006,                0.57563,                 1.2047,                0.97169,                 1.9261,              0.0014298,              0.0014298,              0.0014298
                    146,                 1.0658,                 1.0215,                 1.5856,                0.78978,                0.75758,                 0.8466,                0.54973,                 1.2488,                 1.0242,                 2.0119,              0.0014258,              0.0014258,              0.0014258
                    147,                 1.0149,                0.96929,                  1.556,                0.77868,                0.63982,                0.77274,                0.50479,                 1.1363,                 1.0774,                 1.8692,              0.0014218,              0.0014218,              0.0014218
                    148,                 1.0501,                0.99906,                 1.5813,                0.72916,                0.73441,                0.76883,                0.51252,                 1.1602,                 1.2228,                 1.9669,              0.0014179,              0.0014179,              0.0014179
                    149,                 1.0641,                 1.0182,                 1.5867,                 0.7255,                0.72096,                0.73848,                 0.4895,                   1.24,                 1.2965,                  1.956,              0.0014139,              0.0014139,              0.0014139
                    150,                0.99865,                 0.9761,                 1.5351,                0.75369,                0.78788,                 0.8347,                0.58395,                 1.0276,                 1.1334,                 1.7284,                0.00141,                0.00141,                0.00141
                    151,                 1.0264,                0.98122,                 1.5646,                0.71195,                0.74915,                0.71616,                0.49536,                 1.0993,                 1.0988,                 1.7686,               0.001406,               0.001406,               0.001406
                    152,                 1.0312,                0.98643,                  1.569,                0.72552,                0.81818,                0.77449,                0.52548,                 1.1407,                 1.0269,                 1.8201,               0.001402,               0.001402,               0.001402
                    153,                  1.026,                0.99062,                 1.5584,                0.78876,                0.72727,                0.77405,                0.54953,                 1.2199,                0.95514,                 2.0012,              0.0013981,              0.0013981,              0.0013981
                    154,                 1.0208,                0.97449,                 1.5472,                0.80467,                0.69697,                0.74538,                0.53307,                 1.1527,                 1.2813,                 1.9419,              0.0013941,              0.0013941,              0.0013941
                    155,                 1.0293,                0.97643,                 1.5454,                0.82202,                0.78788,                0.81964,                0.55469,                 1.2334,                 1.0799,                 1.9465,              0.0013902,              0.0013902,              0.0013902
                    156,                 1.0523,                0.99946,                 1.5374,                0.72085,                0.69697,                0.71733,                0.50029,                 1.1975,                 1.2966,                 1.8833,              0.0013862,              0.0013862,              0.0013862
                    157,                 1.0183,                 1.0079,                 1.5558,                0.73494,                0.75758,                0.77022,                0.53735,                 1.2635,                0.95781,                 2.0588,              0.0013822,              0.0013822,              0.0013822
                    158,                 1.0036,                0.97264,                 1.5318,                0.70001,                0.77802,                0.73763,                0.48294,                  1.223,                  1.317,                 2.0057,              0.0013783,              0.0013783,              0.0013783
                    159,                 1.0082,                0.95631,                 1.5349,                0.85556,                0.75758,                0.82733,                0.57806,                 1.0959,                0.97585,                 1.8448,              0.0013743,              0.0013743,              0.0013743
                    160,                 0.9855,                0.97043,                 1.5214,                 0.5921,                0.84848,                0.72949,                0.50268,                 1.2896,                 1.1126,                  2.104,              0.0013704,              0.0013704,              0.0013704
                    161,                 1.0011,                0.95096,                 1.5267,                0.77216,                0.61645,                0.72078,                0.48129,                  1.218,                 1.1483,                 1.9313,              0.0013664,              0.0013664,              0.0013664
                    162,                 1.0335,                0.93517,                 1.5495,                 0.7707,                0.75758,                0.78436,                0.56514,                 1.1427,                 1.0457,                 1.8611,              0.0013624,              0.0013624,              0.0013624
                    163,                0.98854,                0.94288,                  1.508,                0.78209,                0.69697,                0.75156,                0.51931,                  1.125,                 1.1782,                 1.8605,              0.0013585,              0.0013585,              0.0013585
                    164,                0.95612,                0.90525,                 1.4927,                0.75564,                0.75758,                0.76281,                0.51355,                 1.1215,                 1.1405,                 1.8493,              0.0013545,              0.0013545,              0.0013545
                    165,                0.95656,                0.91707,                 1.4998,                0.84655,                0.75758,                0.80272,                0.56027,                 1.1917,                 1.0896,                 1.9408,              0.0013506,              0.0013506,              0.0013506
                    166,                0.98478,                0.89435,                 1.5162,                0.65291,                0.68426,                0.64727,                0.43834,                 1.3164,                 1.2468,                 2.1084,              0.0013466,              0.0013466,              0.0013466
                    167,                0.99445,                   0.91,                 1.5359,                0.80816,                0.72727,                0.80138,                 0.5255,                  1.259,                 1.1391,                 2.0566,              0.0013426,              0.0013426,              0.0013426
                    168,                 1.0019,                0.92009,                 1.5211,                 0.7588,                0.72727,                0.74044,                0.52308,                 1.2643,                 1.2079,                 1.9838,              0.0013387,              0.0013387,              0.0013387
                    169,                0.98047,                0.93289,                 1.5108,                0.67493,                0.72727,                0.71523,                0.48393,                 1.2445,                 1.3824,                 1.9792,              0.0013347,              0.0013347,              0.0013347
                    170,                0.98724,                0.92359,                  1.515,                0.69855,                0.81818,                0.79456,                0.55564,                   1.09,                 1.0447,                 1.8409,              0.0013308,              0.0013308,              0.0013308
                    171,                0.95779,                0.90976,                 1.4974,                0.70434,                0.78788,                0.80511,                0.58254,                 1.0875,                0.97005,                 1.7853,              0.0013268,              0.0013268,              0.0013268
                    172,                0.97241,                0.90786,                 1.4994,                0.71722,                0.84848,                0.80612,                0.54536,                 1.1737,                 1.1368,                 1.9165,              0.0013228,              0.0013228,              0.0013228
                    173,                0.97594,                0.92329,                 1.5178,                0.76256,                0.81818,                0.83201,                0.59839,                 1.1085,                 1.1179,                 1.8325,              0.0013189,              0.0013189,              0.0013189
                    174,                0.96356,                0.92309,                 1.4921,                0.80173,                0.75758,                0.81065,                0.56226,                 1.2126,                0.94244,                 2.0246,              0.0013149,              0.0013149,              0.0013149
                    175,                0.97742,                0.93617,                 1.5087,                 0.6446,                0.87879,                0.72727,                0.49163,                 1.2927,                 1.1265,                 2.0971,               0.001311,               0.001311,               0.001311
                    176,                 0.9873,                0.91693,                 1.5128,                0.67634,                0.84848,                0.74252,                0.49688,                 1.2046,                 1.1013,                 1.9702,               0.001307,               0.001307,               0.001307
                    177,                0.94041,                0.88084,                 1.4623,                0.76183,                0.78788,                0.78386,                0.52037,                 1.2701,                 1.1668,                 2.1141,               0.001303,               0.001303,               0.001303
                    178,                0.94234,                0.86069,                 1.4729,                0.68108,                0.72727,                 0.7638,                0.54072,                  1.119,                 1.1956,                 1.8647,              0.0012991,              0.0012991,              0.0012991
                    179,                0.93029,                0.86376,                 1.4753,                0.65355,                0.75758,                0.73425,                0.53255,                 1.1661,                 1.2018,                  1.927,              0.0012951,              0.0012951,              0.0012951
                    180,                 1.0266,                0.93747,                 1.5405,                0.64156,                0.75758,                  0.663,                0.44088,                 1.2478,                 1.2486,                 1.9734,              0.0012912,              0.0012912,              0.0012912
                    181,                0.94794,                0.92308,                 1.4918,                0.63642,                0.84869,                0.78176,                0.53696,                 1.2545,                 1.0329,                 2.0244,              0.0012872,              0.0012872,              0.0012872
                    182,                0.95924,                0.92394,                  1.495,                0.76221,                0.68017,                0.74879,                0.54646,                 1.1293,                 1.0147,                 1.8495,              0.0012832,              0.0012832,              0.0012832
                    183,                 0.9319,                0.87801,                 1.4723,                0.74871,                0.75758,                0.79102,                0.51969,                 1.2271,                0.99773,                  2.036,              0.0012793,              0.0012793,              0.0012793
                    184,                0.95663,                0.90467,                  1.497,                0.72228,                0.69697,                0.77474,                0.55328,                 1.0773,                  1.073,                  1.796,              0.0012753,              0.0012753,              0.0012753
                    185,                0.96046,                0.91687,                 1.4987,                0.57152,                0.81818,                0.69194,                0.49542,                 1.1861,                 1.1307,                 1.9834,              0.0012714,              0.0012714,              0.0012714
                    186,                0.90948,                0.85628,                 1.4569,                0.72034,                0.66667,                0.75344,                0.49837,                 1.2034,                 1.1248,                 1.9348,              0.0012674,              0.0012674,              0.0012674
                    187,                0.95893,                0.87662,                 1.4761,                0.73947,                0.69697,                0.66151,                  0.467,                 1.1245,                 1.1958,                 1.8345,              0.0012634,              0.0012634,              0.0012634
                    188,                 0.9368,                0.85042,                  1.473,                0.70673,                0.87636,                0.79281,                0.55148,                 1.2182,                 1.0226,                 2.0498,              0.0012595,              0.0012595,              0.0012595
                    189,                0.91416,                0.88049,                   1.46,                0.70382,                0.86432,                 0.7622,                0.53859,                 1.1359,                 1.0436,                 1.9719,              0.0012555,              0.0012555,              0.0012555
                    190,                0.94965,                0.87312,                 1.4748,                0.59611,                0.78788,                 0.7139,                0.54415,                 1.0443,                  1.047,                 1.8153,              0.0012516,              0.0012516,              0.0012516
                    191,                0.92888,                0.86898,                 1.4615,                0.79309,                0.75758,                0.79289,                0.56557,                 1.1378,                 1.0281,                 1.8954,              0.0012476,              0.0012476,              0.0012476
                    192,                0.95692,                0.90587,                 1.4814,                0.68953,                0.87879,                0.77476,                0.55502,                 1.0027,                 1.1116,                 1.7263,              0.0012436,              0.0012436,              0.0012436
                    193,                0.91986,                0.86137,                 1.4696,                 0.8561,                0.78788,                0.81599,                0.57801,                 1.1653,                 0.9925,                 1.9238,              0.0012397,              0.0012397,              0.0012397
                    194,                0.94155,                0.86744,                 1.4676,                0.63522,                0.72727,                0.62013,                0.41976,                  1.214,                 1.2545,                 1.9307,              0.0012357,              0.0012357,              0.0012357
                    195,                0.92331,                0.86091,                 1.4522,                0.82062,                0.75758,                0.79629,                0.55711,                    1.2,                 1.0469,                 1.9363,              0.0012318,              0.0012318,              0.0012318
                    196,                0.89493,                0.83181,                 1.4402,                0.75058,                0.69697,                0.75757,                0.52647,                 1.1524,                 1.2237,                 1.9097,              0.0012278,              0.0012278,              0.0012278
                    197,                0.93424,                0.85818,                 1.4497,                0.86185,                0.72727,                0.83701,                 0.6149,                 1.0038,                 1.1344,                 1.8022,              0.0012238,              0.0012238,              0.0012238
                    198,                0.89786,                0.81726,                 1.4499,                0.90834,                0.75758,                0.85839,                0.59458,                 1.1261,                0.96256,                 1.9241,              0.0012199,              0.0012199,              0.0012199
                    199,                0.87981,                0.79871,                 1.4311,                0.76489,                0.69697,                0.78617,                0.55519,                 1.1573,                 1.0532,                 1.9528,              0.0012159,              0.0012159,              0.0012159
                    200,                 0.8828,                0.79893,                 1.4149,                0.77239,                0.78788,                 0.8416,                 0.5878,                 1.2136,                 1.0387,                  1.959,               0.001212,               0.001212,               0.001212
                    201,                0.87455,                0.82013,                 1.4165,                  0.846,                0.72727,                0.81491,                0.55886,                 1.2889,                 1.0207,                 2.0543,               0.001208,               0.001208,               0.001208
                    202,                0.88388,                0.82935,                 1.4276,                0.62895,                0.84848,                0.73271,                0.48755,                 1.1848,                 1.1207,                 2.0564,               0.001204,               0.001204,               0.001204
                    203,                0.89306,                0.83237,                 1.4293,                0.64935,                0.84185,                0.73222,                0.48451,                 1.2439,                 1.0874,                 2.0068,              0.0012001,              0.0012001,              0.0012001
                    204,                0.91324,                0.83356,                 1.4339,                0.77884,                0.75758,                0.78106,                0.55984,                 1.1329,                0.94297,                 1.8583,              0.0011961,              0.0011961,              0.0011961
                    205,                0.86186,                0.81258,                 1.4226,                 0.6711,                0.86582,                0.83012,                0.55323,                 1.2286,                 1.0308,                 2.0738,              0.0011922,              0.0011922,              0.0011922
                    206,                0.92035,                0.83192,                 1.4552,                0.67155,                0.81818,                0.81154,                0.57238,                 1.2333,                 1.0935,                  2.037,              0.0011882,              0.0011882,              0.0011882
                    207,                0.91272,                0.84631,                 1.4625,                0.86117,                0.63636,                0.80647,                0.58579,                 1.1513,                 0.9887,                 1.9056,              0.0011842,              0.0011842,              0.0011842
                    208,                0.86922,                0.80319,                 1.4248,                0.72296,                0.72727,                 0.7211,                0.51779,                 1.0976,                 1.1415,                 1.8746,              0.0011803,              0.0011803,              0.0011803
                    209,                0.91486,                 0.8498,                 1.4665,                0.65367,                0.84848,                0.79073,                0.55076,                 1.2488,                0.97473,                 2.1083,              0.0011763,              0.0011763,              0.0011763
                    210,                0.88488,                 0.8225,                 1.4456,                0.64249,                0.76253,                0.75469,                0.52241,                 1.1931,                 1.1277,                 2.0072,              0.0011724,              0.0011724,              0.0011724
                    211,                0.87634,                0.81596,                 1.4199,                0.83128,                0.69697,                0.81947,                0.56939,                 1.1815,                 1.0715,                 1.9325,              0.0011684,              0.0011684,              0.0011684
                    212,                0.88586,                0.81069,                 1.4333,                0.72865,                0.81384,                0.79353,                0.57241,                 1.1875,                 1.0029,                 1.9847,              0.0011644,              0.0011644,              0.0011644
                    213,                 0.8714,                0.79922,                 1.4136,                 0.7994,                0.75758,                0.85046,                0.63989,                 1.0385,                0.95829,                 1.7898,              0.0011605,              0.0011605,              0.0011605
                    214,                0.89699,                0.80786,                  1.437,                0.63407,                0.73525,                0.75367,                0.51721,                 1.1726,                  1.127,                 1.9151,              0.0011565,              0.0011565,              0.0011565
                    215,                0.86047,                0.79598,                 1.4088,                 0.6899,                0.80918,                0.80511,                0.56975,                 1.0727,                 1.0831,                 1.8016,              0.0011526,              0.0011526,              0.0011526
                    216,                0.89176,                0.80375,                 1.4289,                0.62909,                0.84848,                0.78538,                0.54872,                 1.1367,                 1.0911,                 1.8748,              0.0011486,              0.0011486,              0.0011486
                    217,                0.86271,                0.78448,                  1.406,                 0.6856,                 0.7269,                0.77675,                 0.5535,                 1.1158,                 1.1387,                 1.8815,              0.0011446,              0.0011446,              0.0011446
                    218,                0.87947,                 0.7957,                 1.4298,                0.76369,                0.69697,                 0.7857,                0.58314,                 1.0621,                0.94639,                 1.7756,              0.0011407,              0.0011407,              0.0011407
                    219,                0.86106,                0.77385,                 1.3895,                0.78227,                0.72727,                  0.822,                0.57902,                 1.0977,                 1.0551,                 1.8606,              0.0011367,              0.0011367,              0.0011367
                    220,                0.85726,                0.79183,                 1.3902,                0.86186,                0.72727,                0.84655,                0.60046,                 1.1557,                0.96571,                 1.9337,              0.0011328,              0.0011328,              0.0011328
                    221,                0.86139,                0.79317,                 1.4121,                0.83284,                0.69697,                0.80313,                0.59685,                  1.061,                 1.0083,                 1.8257,              0.0011288,              0.0011288,              0.0011288
                    222,                 0.8811,                0.81992,                 1.4045,                0.70968,                0.72727,                 0.7186,                0.50141,                 1.0683,                  1.239,                 1.8075,              0.0011248,              0.0011248,              0.0011248
                    223,                0.87682,                0.78659,                  1.416,                0.87802,                0.72727,                0.82108,                0.58313,                 1.1382,                 0.8799,                 1.9281,              0.0011209,              0.0011209,              0.0011209
                    224,                0.86629,                0.75998,                 1.4148,                 0.7307,                0.74022,                0.76777,                0.52721,                 1.1668,                 1.0281,                 1.8842,              0.0011169,              0.0011169,              0.0011169
                    225,                 0.8648,                0.76311,                 1.4054,                0.75762,                0.66316,                0.73544,                0.50848,                 1.1151,                 1.0474,                  1.886,               0.001113,               0.001113,               0.001113
                    226,                 0.8564,                 0.8084,                 1.3992,                0.79156,                0.72727,                0.72405,                0.46729,                 1.2327,                 1.0902,                 2.1072,               0.001109,               0.001109,               0.001109
                    227,                0.84308,                0.77049,                 1.3836,                 0.6473,                0.78788,                0.71508,                0.49069,                 1.1968,                 1.0911,                 2.0149,               0.001105,               0.001105,               0.001105
                    228,                0.86438,                0.77987,                 1.3924,                 0.7188,                0.78788,                0.75393,                0.51742,                 1.1954,                 0.9616,                 2.0125,              0.0011011,              0.0011011,              0.0011011
                    229,                0.88484,                 0.7905,                 1.4122,                0.67445,                0.75758,                0.72881,                0.54059,                 1.0386,                 1.0243,                  1.769,              0.0010971,              0.0010971,              0.0010971
                    230,                0.84066,                0.78105,                 1.3821,                0.84222,                0.69697,                0.77803,                0.57047,                 1.1098,                 1.0374,                 1.8825,              0.0010932,              0.0010932,              0.0010932
                    231,                0.84205,                0.76851,                  1.377,                0.74878,                0.72727,                0.75234,                0.52424,                  1.187,                0.97656,                 1.9619,              0.0010892,              0.0010892,              0.0010892
                    232,                0.87305,                0.82313,                 1.4203,                0.69792,                0.81818,                0.80618,                0.55333,                 1.1504,                0.99393,                 2.0334,              0.0010852,              0.0010852,              0.0010852
                    233,                0.86868,                0.80553,                 1.4046,                0.79031,                0.66667,                0.77779,                0.54915,                 1.1347,                 1.0233,                 1.9683,              0.0010813,              0.0010813,              0.0010813
                    234,                0.85056,                0.77793,                 1.3878,                0.81944,                0.68786,                0.78827,                0.56228,                 1.1187,                0.89026,                 1.9124,              0.0010773,              0.0010773,              0.0010773
                    235,                  0.813,                0.74054,                 1.3658,                0.79658,                0.78788,                 0.8287,                0.58586,                 1.1071,                0.87842,                 1.9001,              0.0010734,              0.0010734,              0.0010734
                    236,                 0.8141,                0.74241,                  1.355,                0.81246,                0.66667,                0.76473,                0.55038,                  1.165,                  1.035,                 1.9371,              0.0010694,              0.0010694,              0.0010694
                    237,                 0.8344,                0.74306,                 1.3708,                0.68378,                0.75758,                0.76689,                0.55079,                 1.1976,                  1.032,                 2.0669,              0.0010654,              0.0010654,              0.0010654
                    238,                0.79946,                0.72215,                 1.3439,                0.67516,                0.81881,                0.81559,                0.60561,                 1.0521,                 1.0072,                  1.811,              0.0010615,              0.0010615,              0.0010615
                    239,                0.79879,                0.73621,                 1.3389,                0.70241,                0.84848,                0.81044,                 0.5873,                 1.1062,                0.95028,                 1.9161,              0.0010575,              0.0010575,              0.0010575
                    240,                0.81305,                0.76163,                 1.3688,                0.60311,                0.81818,                0.72208,                0.52702,                 1.1382,                  1.043,                 1.9003,              0.0010536,              0.0010536,              0.0010536
                    241,                0.82692,                0.74552,                 1.3759,                 0.7106,                0.78788,                0.82351,                0.58331,                 1.1382,                  1.014,                 1.9072,              0.0010496,              0.0010496,              0.0010496
                    242,                0.82457,                0.75406,                  1.357,                0.78606,                0.63636,                0.77231,                0.54883,                 1.1615,                0.97563,                 2.0071,              0.0010456,              0.0010456,              0.0010456
                    243,                0.81296,                 0.7351,                 1.3655,                0.72974,                0.84848,                0.81111,                0.58886,                 1.1068,                0.97148,                 1.9118,              0.0010417,              0.0010417,              0.0010417
                    244,                0.82442,                0.74687,                  1.374,                 0.7481,                0.90909,                0.84618,                0.61504,                 1.0851,                 1.0558,                 1.9092,              0.0010377,              0.0010377,              0.0010377
                    245,                0.84383,                0.76949,                 1.3674,                0.63447,                0.87879,                0.79207,                0.57515,                   1.15,                0.99009,                 1.9866,              0.0010338,              0.0010338,              0.0010338
                    246,                0.82077,                 0.7813,                 1.3753,                0.82148,                0.69697,                0.82598,                0.60997,                 1.1786,                 1.0324,                 2.0394,              0.0010298,              0.0010298,              0.0010298
                    247,                0.84825,                0.74577,                 1.3893,                0.77695,                0.72727,                0.80147,                0.58867,                 1.0897,                 1.0444,                 1.8627,              0.0010258,              0.0010258,              0.0010258
                    248,                0.80985,                0.72412,                 1.3466,                0.77484,                0.72727,                0.80071,                 0.5873,                 1.1955,                 0.9028,                 2.0137,              0.0010219,              0.0010219,              0.0010219
                    249,                0.81934,                0.71982,                 1.3506,                0.77116,                0.81698,                0.81453,                0.57757,                 1.1603,                0.90537,                 1.9592,              0.0010179,              0.0010179,              0.0010179
                    250,                0.80853,                0.73544,                 1.3598,                0.81763,                0.75758,                0.78122,                0.57699,                   1.21,                 0.9311,                 2.0536,               0.001014,               0.001014,               0.001014
                    251,                0.81983,                0.73699,                 1.3733,                0.73599,                0.66667,                0.72008,                  0.521,                 1.1251,                 1.0854,                 1.8639,                0.00101,                0.00101,                0.00101
                    252,                0.80058,                0.71266,                 1.3462,                0.75343,                0.69697,                0.79128,                0.57162,                 1.1998,                 1.1007,                 1.9904,               0.001006,               0.001006,               0.001006
                    253,                0.80486,                0.70597,                 1.3479,                0.75129,                0.73243,                0.77713,                0.56344,                 1.1529,                 1.0701,                  1.976,              0.0010021,              0.0010021,              0.0010021
                    254,                0.81995,                0.73449,                 1.3633,                0.77036,                0.81336,                0.85732,                0.61997,                 1.1058,                 0.9056,                 1.8868,             0.00099812,             0.00099812,             0.00099812
                    255,                0.80897,                0.74371,                 1.3707,                0.93903,                0.69697,                0.84206,                0.57701,                 1.0816,                 1.0394,                 1.8769,             0.00099416,             0.00099416,             0.00099416
                    256,                0.81946,                0.72217,                 1.3619,                0.67182,                0.75758,                0.76515,                 0.5562,                 1.1343,                0.97346,                 1.9571,              0.0009902,              0.0009902,              0.0009902
                    257,                0.81774,                0.72993,                 1.3865,                0.73513,                0.75758,                0.81182,                0.59639,                 1.1327,                0.95493,                  1.927,             0.00098624,             0.00098624,             0.00098624
                    258,                0.82696,                0.73672,                  1.356,                0.59033,                0.87341,                0.77167,                0.57293,                 1.0908,                 1.0751,                 1.8519,             0.00098228,             0.00098228,             0.00098228
                    259,                0.80876,                0.72147,                 1.3591,                0.90109,                0.63636,                0.77602,                0.55995,                 1.1541,                 1.0335,                 1.9077,             0.00097832,             0.00097832,             0.00097832
                    260,                0.79224,                0.70256,                 1.3453,                0.74414,                0.75758,                0.80552,                0.60118,                 1.2286,                0.94351,                 1.9685,             0.00097436,             0.00097436,             0.00097436
                    261,                0.79431,                0.71181,                 1.3386,                0.70521,                 0.7976,                0.80401,                 0.5608,                 1.1964,                 1.0431,                 1.9669,              0.0009704,              0.0009704,              0.0009704
                    262,                0.78256,                 0.7145,                 1.3348,                0.74731,                0.84848,                0.81349,                0.58843,                 1.1426,                0.95426,                 1.9274,             0.00096644,             0.00096644,             0.00096644
                    263,                0.77115,                0.68006,                 1.3302,                0.69539,                0.76106,                 0.7993,                0.56974,                 1.1194,                  1.029,                 1.9219,             0.00096248,             0.00096248,             0.00096248
                    264,                0.78188,                0.66862,                 1.3163,                 0.7797,                0.72727,                0.84157,                 0.5743,                 1.1219,                0.98671,                   1.94,             0.00095852,             0.00095852,             0.00095852
                    265,                0.77587,                0.67827,                 1.3212,                0.69495,                0.81818,                0.82714,                0.55939,                 1.1458,                 1.0448,                 2.0031,             0.00095456,             0.00095456,             0.00095456
                    266,                0.76486,                0.67867,                 1.3161,                0.76471,                0.75758,                0.83541,                0.58983,                 1.1701,                0.89402,                 1.9955,              0.0009506,              0.0009506,              0.0009506
                    267,                0.78978,                0.70079,                 1.3265,                0.66481,                0.75758,                0.72205,                0.52982,                 1.1493,                 1.0184,                 1.9446,             0.00094664,             0.00094664,             0.00094664
                    268,                0.78142,                0.71369,                 1.3327,                0.80821,                0.72727,                 0.7973,                0.59585,                 1.1249,                0.94242,                 1.9079,             0.00094268,             0.00094268,             0.00094268
                    269,                0.76652,                0.68895,                 1.3178,                0.70782,                0.75758,                0.76342,                0.53205,                 1.2307,                 0.9955,                 2.0748,             0.00093872,             0.00093872,             0.00093872
                    270,                0.76219,                  0.674,                  1.317,                0.67377,                0.84848,                 0.7982,                0.53573,                 1.2169,                 1.1086,                 2.1006,             0.00093476,             0.00093476,             0.00093476
                    271,                0.78406,                0.69351,                 1.3402,                0.72607,                0.75758,                0.80308,                0.57812,                 1.1317,                0.96998,                 2.0124,              0.0009308,              0.0009308,              0.0009308
                    272,                0.79275,                0.69896,                 1.3404,                0.72684,                0.72573,                0.75028,                0.54401,                 1.1372,                 1.0197,                 1.9927,             0.00092684,             0.00092684,             0.00092684
                    273,                0.76779,                0.70098,                 1.3163,                0.80823,                0.78788,                0.82066,                0.57896,                 1.1585,                 0.9829,                 1.9916,             0.00092288,             0.00092288,             0.00092288
                    274,                0.77332,                0.67146,                 1.3111,                0.80563,                0.66667,                0.77291,                 0.5472,                 1.1632,                0.99287,                 1.9774,             0.00091892,             0.00091892,             0.00091892
                    275,                0.79415,                0.72075,                 1.3533,                0.81514,                0.69697,                0.81124,                0.57441,                 1.2255,                 1.0094,                 2.0583,             0.00091496,             0.00091496,             0.00091496
                    276,                0.76267,                0.66394,                 1.3139,                0.76169,                0.78788,                0.74461,                0.50191,                 1.1916,                 1.2026,                 2.0164,               0.000911,               0.000911,               0.000911
                    277,                0.79125,                0.67669,                 1.3312,                0.67667,                0.72727,                0.70837,                0.47716,                 1.1399,                 1.1549,                 1.9637,             0.00090704,             0.00090704,             0.00090704
                    278,                 0.7851,                0.67854,                 1.3232,                0.77704,                0.75758,                0.82879,                0.58178,                 1.2108,                0.81838,                 2.0904,             0.00090308,             0.00090308,             0.00090308
                    279,                 0.7467,                0.66255,                   1.28,                0.62235,                0.84896,                0.79136,                0.57234,                 1.1304,                0.96072,                 1.8397,             0.00089912,             0.00089912,             0.00089912
                    280,                0.77078,                0.70289,                 1.3218,                0.72906,                0.75758,                0.80249,                0.54736,                 1.2257,                  1.025,                 2.0747,             0.00089516,             0.00089516,             0.00089516
                    281,                0.76098,                0.69287,                 1.3154,                0.80693,                0.69697,                0.80008,                0.54993,                 1.2074,                0.98209,                 2.0595,              0.0008912,              0.0008912,              0.0008912
                    282,                0.79942,                0.70156,                 1.3428,                0.72787,                0.66667,                0.73962,                0.52247,                 1.1307,                  1.125,                 1.8947,             0.00088724,             0.00088724,             0.00088724
                    283,                0.79256,                0.70238,                 1.3462,                0.70546,                0.72727,                0.78779,                0.52875,                 1.2395,                 1.0744,                 2.0639,             0.00088328,             0.00088328,             0.00088328
                    284,                0.74583,                0.66646,                 1.3062,                0.65401,                0.85936,                 0.7619,                0.54498,                 1.0957,                0.94368,                 1.9278,             0.00087932,             0.00087932,             0.00087932
                    285,                0.74736,                0.67216,                 1.3151,                0.77387,                0.75758,                0.79046,                0.51901,                 1.1697,                 1.0466,                 2.0628,             0.00087536,             0.00087536,             0.00087536
                    286,                0.73598,                 0.6579,                 1.2895,                0.73961,                0.78788,                 0.8116,                0.58361,                 1.1329,                 1.0191,                 1.9085,              0.0008714,              0.0008714,              0.0008714
                    287,                0.77503,                0.67959,                  1.334,                0.78891,                0.78788,                0.84437,                0.60216,                 1.1689,                0.86096,                 1.9467,             0.00086744,             0.00086744,             0.00086744
                    288,                0.72769,                0.65228,                 1.2945,                0.73954,                0.87879,                 0.8245,                0.58417,                 1.2391,                0.93153,                 2.0543,             0.00086348,             0.00086348,             0.00086348
                    289,                0.77322,                0.67663,                  1.328,                0.74067,                0.69251,                0.77984,                0.56895,                 1.1585,                 1.0217,                 1.9718,             0.00085952,             0.00085952,             0.00085952
                    290,                 0.7412,                0.66092,                 1.2978,                0.85492,                0.71453,                0.80791,                0.57097,                 1.1197,                0.99705,                 1.9006,             0.00085556,             0.00085556,             0.00085556
                    291,                0.78956,                0.70765,                  1.358,                0.80094,                0.90909,                0.87662,                0.61393,                 1.1526,                0.88319,                 1.9158,              0.0008516,              0.0008516,              0.0008516
                    292,                0.75424,                0.69781,                 1.2966,                0.65851,                0.81818,                0.79801,                0.55596,                 1.2081,                 1.0759,                 2.0575,             0.00084764,             0.00084764,             0.00084764
                    293,                0.72187,                0.66242,                 1.2765,                0.67958,                0.84848,                0.81814,                0.59751,                 1.1303,                0.87955,                 1.9624,             0.00084368,             0.00084368,             0.00084368
                    294,                0.75485,                0.64465,                 1.2933,                  0.656,                0.81818,                0.79333,                0.57179,                 1.1567,                0.99541,                 1.9449,             0.00083972,             0.00083972,             0.00083972
                    295,                0.77449,                0.69738,                 1.3146,                0.77297,                0.72236,                0.78737,                0.55506,                 1.0983,                0.98096,                 1.8308,             0.00083576,             0.00083576,             0.00083576
                    296,                0.75959,                0.68869,                 1.3117,                0.78743,                0.78788,                0.80081,                0.56567,                 1.1451,                0.84585,                 1.9506,              0.0008318,              0.0008318,              0.0008318
                    297,                0.73485,                0.62736,                 1.2742,                 0.7804,                0.86174,                0.83658,                0.56715,                 1.1195,                0.88781,                 1.8901,             0.00082784,             0.00082784,             0.00082784
